"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@PerryIRL @_AC1__ @WorldSnooker1 If you ever pot that ball, then bring the two reds into play perry, il sell my house",FALSE,1,"PerryIRL",2017-04-28 23:04:52,FALSE,"858094311820460032","858094693208510464","950215340","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Coadster_96",0,FALSE,FALSE,NA,NA
"#Laugh at Nick Swardson Smoking Pot  on https://t.co/3OKIUIM0c1 #comedy #funny #standup",FALSE,0,NA,2017-04-28 23:04:45,FALSE,NA,"858094665052114944",NA,"<a href=""http://share.radionomy.com"" rel=""nofollow"">Share.Radionomy.com</a>","ThatsFunnyRadio",0,FALSE,FALSE,NA,NA
"@robdelaney @sleep_official @RoundhouseLDN there will be teens attempting to ingest pot.  what will you do?",FALSE,0,"robdelaney",2017-04-28 23:04:37,FALSE,"858009978174615553","858094630826639360","22084427","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","adamjannke",0,FALSE,FALSE,NA,NA
"@wychwoodnz @LittleCatDesign use a pot with a lid instead",FALSE,0,"wychwoodnz",2017-04-28 23:04:28,FALSE,"858089230513217536","858094591966195716","36302301","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Millycenti",0,FALSE,FALSE,NA,NA
"im stirrin that POT!",FALSE,0,NA,2017-04-28 23:03:46,FALSE,NA,"858094418552922112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gambinoswetsuit",0,FALSE,FALSE,NA,NA
"Pot In The City #CookUpATune",FALSE,1,NA,2017-04-28 23:03:39,FALSE,NA,"858094390136500224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adrianlui",0,FALSE,FALSE,NA,NA
"California seeks control of unruly medical pot industry - https://t.co/Run1RcK9rX https://t.co/TYAeiAi5nK #cannabis",FALSE,0,NA,2017-04-28 23:03:31,FALSE,NA,"858094355256659969",NA,"<a href=""http://www.tweetGoogleAlerts.com"" rel=""nofollow"">TweetGoogleAlerts</a>","CannabisBizNews",0,FALSE,FALSE,NA,NA
"@ylrebmik82 @ALT987fm This is what happens when you legalize pot. Haha.",FALSE,0,"ylrebmik82",2017-04-28 23:03:28,FALSE,"858086915366465537","858094341792911361","20475986","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaverneTX",0,FALSE,FALSE,NA,NA
"These mf pot holes on northside dr aint no joke!!!!!",FALSE,0,NA,2017-04-28 23:03:24,FALSE,NA,"858094324717891585",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","___tyqueshaaa",0,FALSE,FALSE,NA,NA
"@crtsdsnkrs i can't believe it. another L",FALSE,0,"crtsdsnkrs",2017-04-28 23:03:10,FALSE,"858093848353964032","858094267100676096","381808225","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stir_dis_pot",0,FALSE,FALSE,NA,NA
