"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@sebroche AND that is a sin? Kushner knows nothing about govnmt got his position ONLY through Nepotism. The kettle calling the pot black.",FALSE,0,"sebroche",2017-04-20 07:02:02,FALSE,"854814993920831488","854953286578851840","25465356","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DorothyNed",0,FALSE,FALSE,NA,NA
"Colorado&amp;#039;s first drive-thru pot shop opens on 4/20 (of course) in Parachute https://t.co/zu443bbl4J",FALSE,0,NA,2017-04-20 07:01:54,FALSE,NA,"854953253812842496",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","GreenCulturED",0,FALSE,FALSE,NA,NA
"Happy 4/20 y'all #weedweek #fourtwenty #pot #weed #dank #medicine",FALSE,0,NA,2017-04-20 07:01:42,FALSE,NA,"854953202722021376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kevcipherking88",0,FALSE,FALSE,NA,NA
"Happy 4/20 my fellow pot smokers, have a wonderful day and smoke a lot of beautiful marijuana <ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>",FALSE,0,NA,2017-04-20 07:01:42,FALSE,NA,"854953202201927680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luisgsk8_",0,FALSE,FALSE,NA,NA
"Is the pot shop open yet?",FALSE,0,NA,2017-04-20 07:01:28,FALSE,NA,"854953143695663105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","markaywri",0,FALSE,FALSE,NA,NA
"@rogieboy Pot??? Jeez n I thought I was bad! Lol",FALSE,0,"rogieboy",2017-04-20 07:01:18,FALSE,"854952897842425856","854953101266219008","16155985","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gemhill",0,FALSE,FALSE,NA,NA
"Merry Bluntmas, y'all. May your day be hazy and high. Snort every weed that you can. Inject all the pot leafs.",FALSE,0,NA,2017-04-20 07:01:09,FALSE,NA,"854953064901484545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","natalielovesit",0,FALSE,FALSE,NA,NA
"Happy 420 to all the hippies and pot heads out there",FALSE,0,NA,2017-04-20 07:01:06,FALSE,NA,"854953050410172416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jordan56743",0,FALSE,FALSE,NA,NA
"happy 4/20 <ed><U+00A0><U+00BD><ed><U+00BA><U+00AC><U+2618><U+FE0F> this is as close as it gets to a pot leaf emoji",FALSE,0,NA,2017-04-20 07:01:01,FALSE,NA,"854953032362082304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EPSlLON",0,FALSE,FALSE,NA,NA
"s/o all the babies that are gonna be born in the next 24 hours.. ya'll gonna be pot heads no doubt.",FALSE,0,NA,2017-04-20 07:01:01,FALSE,NA,"854953031166705665",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","runningboard",0,FALSE,FALSE,NA,NA
"Hitting the pot of goodies #Children's #birhday #party https://t.co/GqmFiAEsqb",FALSE,0,NA,2017-04-20 07:00:48,FALSE,NA,"854952978532495360",NA,"<a href=""https://www.gremlinsocial.com"" rel=""nofollow"">Gremlin Social</a>","KapanganRHU",0,FALSE,FALSE,NA,NA
"Happy 4/20 my pot heads!! Smoke a bowl for me <ed><U+00A0><U+00BD><ed><U+00B8><U+0099><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BC><ed><U+00BD><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+00A8>",FALSE,0,NA,2017-04-20 07:00:35,FALSE,NA,"854952920663547904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayeecarlito",0,FALSE,FALSE,NA,NA
"@gemhill On my second pot! Been up two hours.",FALSE,0,"gemhill",2017-04-20 07:00:29,FALSE,"854952590118932480","854952897842425856","19499246","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rogieboy",0,FALSE,FALSE,NA,NA
"The average price of #PotCoin (#POT) across all exchanges is 0.00004333R BTC",FALSE,0,NA,2017-04-20 07:00:15,FALSE,NA,"854952836672704512",NA,"<a href=""https://flutter.social"" rel=""nofollow"">Flutter_HQ</a>","PotCoinBot",0,FALSE,FALSE,NA,NA
"can't wait to be the good child of god I am and snitch on all you lil pot heads tomorrow",FALSE,1,NA,2017-04-20 07:00:07,FALSE,NA,"854952803067809792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GLXHAN",0,FALSE,FALSE,NA,NA
"Crock Pot Green Chili Chicken Queso @lipglosscrayons &gt;&gt; https://t.co/iwnlysZupG",FALSE,0,NA,2017-04-20 07:00:04,FALSE,NA,"854952790971396097",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jmelee1221",1,FALSE,FALSE,NA,NA
"Cartman: Hippies. They're everywhere. They wanna save Earth, but all they do is smoke pot and smell bad.",FALSE,0,NA,2017-04-20 07:00:01,FALSE,NA,"854952780259360769",NA,"<a href=""http://funnyquad.com"" rel=""nofollow"">funnyquad</a>","funnyquad",0,FALSE,FALSE,NA,NA
"Crock Pot Green Chili Chicken Queso https://t.co/L8x0nNRLNp",FALSE,0,NA,2017-04-20 06:59:58,FALSE,NA,"854952766581559296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HipMamasPlace",0,FALSE,FALSE,NA,NA
"he7:State Condense emitted signal pumps_are_hot_and_pot_cold_failover",FALSE,0,NA,2017-04-20 06:59:27,FALSE,NA,"854952637153898496",NA,"<a href=""http://www.nowhere.com"" rel=""nofollow"">kadr</a>","xcal_lisa",0,FALSE,FALSE,NA,NA
"#NowPlaying Pot of Gold [1Hx] - Dian Diaz",FALSE,0,NA,2017-04-20 06:58:55,FALSE,NA,"854952503418511360",NA,"<a href=""http://www.jgfindie.weebly.com"" rel=""nofollow"">now playing jgfindie</a>","jgfindie",0,FALSE,FALSE,NA,NA
"@donnacarrwest I didn't know it was 420 until I bought weed earlier and my nice jamaican lady pot dealer told me it's tomorrow",FALSE,0,"donnacarrwest",2017-04-20 06:58:40,FALSE,"854944590557663232","854952441518972932","108764893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nabholzj",0,FALSE,FALSE,NA,NA
"slow grab fire wall wiggle like you pot brownie weed pot weed pot weed pot weed",FALSE,0,NA,2017-04-20 06:58:27,FALSE,NA,"854952386346926080",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","violethughsbot",0,FALSE,FALSE,NA,NA
"I entered to #win a $100 @TheMeltingPot #giftcard #NationalCheeseFondueDay #giveaway @dentistmel  https://t.co/Yr9cqkdefC …",FALSE,0,NA,2017-04-20 06:58:19,FALSE,NA,"854952352276770816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tannawings",0,FALSE,FALSE,NA,NA
"Another coffee pot ready! Total liters is now: 15848 #coffee #work",FALSE,0,NA,2017-04-20 06:57:57,FALSE,NA,"854952259968540672",NA,"<a href=""http://nodered.org"" rel=""nofollow"">Node RED </a>","CoffeeMachineAI",0,FALSE,FALSE,NA,NA
"@kehmbirly Pot head",FALSE,1,"kehmbirly",2017-04-20 06:57:53,FALSE,"854950613817319424","854952243597983744","746564119721967616","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ddotskip",1,FALSE,FALSE,NA,NA
"My daughter's reply 2 my suffering so she wouldn't be born on such a terrible day? Thanks Mom. Now my BD is on National Pot Day.#ungrateful",FALSE,0,NA,2017-04-20 06:57:48,FALSE,NA,"854952222047821824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cdjaska",0,FALSE,FALSE,NA,NA
"I will never understand females and why they do what they do. Including myself <ed><U+00A0><U+00BD><ed><U+00B9><U+0083> like being so 2 faced? and enjoying stirring the pot? <U+263A>",FALSE,0,NA,2017-04-20 06:57:45,FALSE,NA,"854952210819678212",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","triplettetessa4",0,FALSE,FALSE,NA,NA
"Don't forget to leave pot brownies out for Snoop Dogg.",FALSE,0,NA,2017-04-20 06:57:25,FALSE,NA,"854952123351441408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emmettstoner",0,FALSE,FALSE,NA,NA
"@TheRyanFeldman @KristyArnett @LIVEattheBike @kolinarosanna @Thehammah If you're a nit then straddle is bad for you… https://t.co/oIJMoqgSU0",FALSE,0,"TheRyanFeldman",2017-04-20 06:57:16,TRUE,"854893113197740032","854952087263731713","55617419","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SnapShovRiv",0,FALSE,FALSE,NA,NA
"Stirring the pot that I'm in",FALSE,0,NA,2017-04-20 06:57:03,FALSE,NA,"854952031144079360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tamiaaa123",0,FALSE,FALSE,NA,NA
