"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"Did you Know?  Cannabis can assist with Neurological Damage such as Concussions &amp; Strokes
#cannabis #medicalcannabis #PuertoRico",FALSE,1,NA,2017-05-09 18:43:06,FALSE,NA,"862015085945946113",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","EncannaMed",1,FALSE,FALSE,NA,NA,"Puerto Rico, USA","en","http://pbs.twimg.com/profile_images/847099457988521987/mgdCEZsr_normal.jpg"
"Pain is the No.1 reason people seek medical treatment &amp; patients seeking pain relief are the most common group consuming cannabis medicine.",FALSE,20,NA,2017-05-09 18:42:05,FALSE,NA,"862014831716651009",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","PeteLamptey",13,FALSE,FALSE,NA,NA,"Los Angeles ","en","http://pbs.twimg.com/profile_images/647216089701584896/y3OqP_JG_normal.jpg"
"Cannabis-infused cakes are quick and easy | Recipe.. Related Articles: https://t.co/Ab9jvRnOiq",FALSE,0,NA,2017-05-09 18:42:05,FALSE,NA,"862014831213367297",NA,"<a href=""http://www.ooyuz.com"" rel=""nofollow"">OOYUZNEWSTWEETS</a>","ooyuzpositive",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/539137361741770752/ZJF4NFcO_normal.jpeg"
"@Raffiro Cannabis industry?",FALSE,0,"Raffiro",2017-05-09 18:40:30,FALSE,"862013683442036736","862014432054046721","36747430","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hannaforge",0,FALSE,FALSE,NA,NA,"Texas, USA","en","http://pbs.twimg.com/profile_images/756692292635951109/Y-v1o0LT_normal.jpg"
"@toddahunter medical cannabis is known world wide for its beneficial and healing ability.  #HB2107",FALSE,0,"toddahunter",2017-05-09 18:39:52,FALSE,NA,"862014273299636226","133165344","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tricia_1424",0,FALSE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"The latest The MasterLiving Daily! https://t.co/ZJFujxcx37 Thanks to @fia #venicebiennale #cannabis",FALSE,0,NA,2017-05-09 18:39:07,FALSE,NA,"862014083838746624",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","MasterLiving",0,FALSE,FALSE,NA,NA,"GlobalNomad","en","http://pbs.twimg.com/profile_images/1344443317/Tartuffo2006masterdjm_normal.JPG"
"80 years of lies on a plant &amp; oligarchy fails to provide any relief to People! #Cannabis",FALSE,0,NA,2017-05-09 18:38:49,FALSE,NA,"862014006197932033",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MimiTexasAngel",0,FALSE,FALSE,NA,NA,"Texas","en","http://pbs.twimg.com/profile_images/769758885653585920/kjtl98cM_normal.jpg"
"my nan asked me if my friend still 'smoked cabinets' instead of cannabis <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,7,NA,2017-05-09 18:38:34,FALSE,NA,"862013945258942464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hannahblamire_",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/862738936568983553/JWRTWHN2_normal.jpg"
"Instagram post by Medicinal Cannabis • May 2, 2017 at 10:44pm UTC https://t.co/WQanMC9jvf",FALSE,0,NA,2017-05-09 18:38:21,FALSE,NA,"862013889298522112",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Medbizz",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/743624889970622464/37xsR0ZV_normal.jpg"
"Someone wants to build a cannabis lab in two shipping containers. Good luck with that.",FALSE,0,NA,2017-05-09 18:38:10,FALSE,NA,"862013843114872832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kgborland",0,FALSE,FALSE,NA,NA,"Dogpatch, San Francisco","en","http://pbs.twimg.com/profile_images/835665280072232960/tnbOESMH_normal.jpg"
"Cannabis Oil Performs Miracles For Kirsten Dunst In 'Woodshock' https://t.co/svsaNAXAOx",FALSE,0,NA,2017-05-09 18:38:04,FALSE,NA,"862013819400224768",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","spanky6973",0,FALSE,FALSE,NA,NA,"Washington","en","http://pbs.twimg.com/profile_images/2207906685/Dog_Armor_normal.jpg"
"@Dank_Democracy 2200 scientific articles on Cannabis ... Canada moving toward $35bn Cannabis Economy from $7bn ...",FALSE,0,"Dank_Democracy",2017-05-09 18:35:45,FALSE,"858898534652928000","862013233917460480","805893991766126592","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Vector64China",0,FALSE,FALSE,NA,NA,"The States !","en","http://pbs.twimg.com/profile_images/2575115530/dvf0jbopexhyyefcukwm_normal.jpeg"
"Different settings make it perfect for making #Rosin. Items needed, Cannabis, parchment paper, hot iron chemical... https://t.co/ZEpO09l2zB",FALSE,1,NA,2017-05-09 18:35:22,FALSE,NA,"862013138031460352",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MimiTexasAngel",0,FALSE,FALSE,NA,NA,"Texas","en","http://pbs.twimg.com/profile_images/769758885653585920/kjtl98cM_normal.jpg"
"# Cannabis reverses ageing processes in the brain

-- Memory performance decreases with increasing age. Cannabis... https://t.co/0FT4YXPZpf",FALSE,1,NA,2017-05-09 18:35:08,FALSE,NA,"862013082188619777",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ScienceHook",0,FALSE,FALSE,NA,NA,"Andromeda Galaxy","en","http://pbs.twimg.com/profile_images/753838490043809792/pcRxbgez_normal.jpg"
"@hunterporn69 Cannabis you ass lmao",FALSE,4,"hunterporn69",2017-05-09 18:34:44,FALSE,"862012025526001667","862012978757021696","701204240","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","austindleonard",0,FALSE,FALSE,NA,NA,"Winter Haven, FL","en","http://pbs.twimg.com/profile_images/861741842206994432/Ck_IT_ny_normal.jpg"
"Bing supports #Cannabis &amp; dapper hats

#tokerware #vintage #millennial #job #retro #opportunity #wakeandbake... https://t.co/rTjHZl0mku",FALSE,0,NA,2017-05-09 18:34:20,FALSE,NA,"862012878844461056",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Tokerwaredotcom",2,FALSE,FALSE,NA,NA,"Denver, CO","en","http://pbs.twimg.com/profile_images/656959424418832385/OmYuBH44_normal.png"
"@81TimBrown Leonard Marshall is doing great work as an advocate of CBD, a chemical compound in cannabis known to pr… https://t.co/mBKEdBTafE",FALSE,1,"81TimBrown",2017-05-09 18:33:57,TRUE,"861588689448714240","862012782866296832","242218782","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cplarkins",1,FALSE,FALSE,NA,NA,"Atlanta, Ga","en","http://pbs.twimg.com/profile_images/860262268428320769/XhEQi49q_normal.jpg"
"@openvape is here with #free swag for all.  Learn how to earn #FREE Cannabis product from #openvape #bakked and #organalabs @thcu",FALSE,0,"OpenVAPE",2017-05-09 18:33:25,FALSE,NA,"862012650149916673","880532144","<a href=""https://www.leafly.com"" rel=""nofollow"">Leafly</a>","THCU420",0,FALSE,FALSE,NA,NA,"Trinidad, CO","en","http://pbs.twimg.com/profile_images/794935767181053952/Mo1q7cDA_normal.jpg"
"@81TimBrown Specifically, you mentioned the damage cannabis does to One's brain. The research suggest otherwise.",FALSE,0,"81TimBrown",2017-05-09 18:32:37,FALSE,"861588689448714240","862012448232091652","242218782","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cplarkins",0,FALSE,FALSE,NA,NA,"Atlanta, Ga","en","http://pbs.twimg.com/profile_images/860262268428320769/XhEQi49q_normal.jpg"
"Could Cannabis Help Preserve Brain Function As We Age? https://t.co/2A35WuOGmK",FALSE,0,NA,2017-05-09 18:30:54,FALSE,NA,"862012015648284672",NA,"<a href=""http://daggamagazine.com"" rel=""nofollow"">Dagga Magazine</a>","DaggaMagazine",0,FALSE,FALSE,NA,NA,"South Africa","en","http://pbs.twimg.com/profile_images/522826429919006721/LDAu1Vf6_normal.jpeg"
"@Jamaicanrios @guyinvancouver @clamp_it_jed Boycott the LPee's before they kill you. It's taken me 8 months to recu… https://t.co/vH3IHZZIRt",FALSE,2,"Jamaicanrios",2017-05-09 18:30:51,TRUE,"862010589752827904","862012001899470849","4611588928","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PurpleMic",0,FALSE,FALSE,NA,NA,"Cool Country Canada","en","http://pbs.twimg.com/profile_images/2432725970/60f4t1c0qw3h2kbsywe6_normal.jpeg"
"Cannabis Reverses Brain Aging",FALSE,1,NA,2017-05-09 18:30:48,FALSE,NA,"862011991723876353",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","syzewecopofy",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/591407105585717248/UFBcW16O_normal.png"
"Cannabis Oil Is Now Legal Without A Prescription In All 50 States https://t.co/TkVqP8Yz4w",FALSE,0,NA,2017-05-09 18:30:04,FALSE,NA,"862011807459921925",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","kburris309",0,FALSE,FALSE,NA,NA,"Delaware","en","http://pbs.twimg.com/profile_images/657962607387811840/zXdT2CAp_normal.jpg"
"Cannabis could reverse memory loss and stop mental decline https://t.co/vzgNzvDpx9",FALSE,3,NA,2017-05-09 18:30:01,FALSE,NA,"862011793169895425",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","hulldailymail",1,FALSE,FALSE,NA,NA,"Hull, UK","en","http://pbs.twimg.com/profile_images/798304212564279296/-V8ovIUA_normal.jpg"
"Aurora Cannabis Inc ACBFF OTCQX OutLook - Investors Buz https://t.co/h6YzpS6x4I #cannabis #training",FALSE,0,NA,2017-05-09 18:29:27,FALSE,NA,"862011649280102402",NA,"<a href=""http://www.cannabisindustryinstitute.com"" rel=""nofollow"">GoogleAlertsToTwitter</a>","mjbiztraining",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/808773821066944512/79P9cfQl_normal.jpg"
"CannabisBizNews: Aurora Cannabis Inc ACBFF OTCQX OutLook - Investors Buz https://t.co/OIkXgxvTHj #cannabis #training mjbiztraining",FALSE,0,NA,2017-05-09 18:29:25,FALSE,NA,"862011640992210946",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","vegasgogreen",0,FALSE,FALSE,NA,NA,"Las Vegas, NV","en","http://pbs.twimg.com/profile_images/808105821120950272/UL5xH-9I_normal.jpg"
"Aurora Cannabis Inc ACBFF OTCQX OutLook - Investors Buz https://t.co/SM1bKVQYbT #cannabis #training @mjbiztraining",FALSE,0,NA,2017-05-09 18:29:23,FALSE,NA,"862011633358524416",NA,"<a href=""http://www.tweetGoogleAlerts.com"" rel=""nofollow"">TweetGoogleAlerts</a>","CannabisBizNews",0,FALSE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/807996532343480320/Cv_vX0MF_normal.jpg"
"@TheGeniusMarine Cannabis is a health food. It is only a drug when used improperly. The medicinal benefits are off the charts.",FALSE,1,"TheGeniusMarine",2017-05-09 18:29:18,FALSE,"862010612636712960","862011612777132034","2581758266","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cocmeatsandwich",0,FALSE,FALSE,NA,NA,"In the Swamp","en","http://pbs.twimg.com/profile_images/860105151205568512/FGgA5-cQ_normal.jpg"
"*cannabis.",FALSE,0,"_Jgallo",2017-05-09 18:28:14,FALSE,"862010976459247616","862011344081563648","296286612","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Jgallo",0,FALSE,FALSE,NA,NA,"","es","http://pbs.twimg.com/profile_images/693135342308868096/5NCg149C_normal.jpg"
"#Cannabis ~Cannabis fans may be happy to learn the results of a new study out in Nature Medicine this week: Low-dose THC given to aging mic…",FALSE,1,NA,2017-05-09 18:27:10,FALSE,NA,"862011075839090690",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","cannabisresins",0,FALSE,FALSE,NA,NA,"Vancouver, British Columbia","en","http://pbs.twimg.com/profile_images/689595299224944640/743VHxJn_normal.jpg"
"Although the stereotype of the forgetful stoner persists, a new scientific study suggests that CANNABIS might... https://t.co/K882CcBSzz",FALSE,0,NA,2017-05-09 18:27:01,FALSE,NA,"862011036458786818",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","LondonCannabis",0,FALSE,FALSE,NA,NA,"London, UK","en","http://pbs.twimg.com/profile_images/706175819924824065/yj63vwE__normal.jpg"
"#Txlege has until Thursday or we get nothing here #Cannabis",FALSE,2,NA,2017-05-09 18:26:54,FALSE,NA,"862011010424688640",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MimiTexasAngel",0,FALSE,FALSE,NA,NA,"Texas","en","http://pbs.twimg.com/profile_images/769758885653585920/kjtl98cM_normal.jpg"
"Press Alert: Hong Kong Customs makes record seizure of suspected cannabis buds with three arrested ... https://t.co/5hOmblP3FO",FALSE,0,NA,2017-05-09 18:26:28,FALSE,NA,"862010899053371392",NA,"<a href=""http://7thspace.com/headines/"" rel=""nofollow"">Press Office</a>","PressOfficeEU",0,FALSE,FALSE,NA,NA,"Europe","en","http://pbs.twimg.com/profile_images/1191393097/press_normal.png"
"@TheGeniusMarine The cannabis prohibition is hurting millions of sick veterans, children, elderly and our economy.… https://t.co/i7270q6KfA",FALSE,0,"TheGeniusMarine",2017-05-09 18:26:11,TRUE,"862010315088605184","862010826382815233","2581758266","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cocmeatsandwich",0,FALSE,FALSE,NA,NA,"In the Swamp","en","http://pbs.twimg.com/profile_images/860105151205568512/FGgA5-cQ_normal.jpg"
"‘In the Weeds’ Episode 13: The Frontier of Cannabis Promotion Featuring Lee Henderson, Co-Founder of @hififarms. https://t.co/6HcWiesVUD",FALSE,3,NA,2017-05-09 18:24:51,FALSE,NA,"862010491799052288",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","cannabismktglab",1,FALSE,FALSE,NA,NA,"San Luis Obispo, CA","en","http://pbs.twimg.com/profile_images/588091570483781633/Q2AQYpMo_normal.jpg"
"CannabisBizNews: Harvest One Cannabis Inc. Swiss subsidiary Satipharm AG completes first product shipment to Australi... …",FALSE,0,NA,2017-05-09 18:24:17,FALSE,NA,"862010350455181312",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","vegasgogreen",0,FALSE,FALSE,NA,NA,"Las Vegas, NV","en","http://pbs.twimg.com/profile_images/808105821120950272/UL5xH-9I_normal.jpg"
"Just spent 15 minutes learning how to grow  cannabis from seeds because I thought I read succulents.",FALSE,2,NA,2017-05-09 18:24:12,FALSE,NA,"862010328493805569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jayyycubbb",0,FALSE,FALSE,NA,NA,"Dallas, TX","en","http://pbs.twimg.com/profile_images/861833237718458368/HzTDySXn_normal.jpg"
"Supe Scofield: Collier and Schaefer always speak at #cannabis meetings and they're on CAG. ""Who always speaks on the other side?"" Bessee.",FALSE,13,NA,2017-05-09 18:23:46,FALSE,NA,"862010221564108800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ARiquelmy",1,FALSE,FALSE,NA,NA,"Grass Valley, CA","en","http://pbs.twimg.com/profile_images/633367303619411968/o2wyElZB_normal.jpg"
"@GreenBarnFarms @2o2oSolutions @2020North @EmeraldTwist @CleanGreenCert Working in the cannabis industry is my dream job",FALSE,1,"GreenBarnFarms",2017-05-09 18:23:33,FALSE,"605409136805691392","862010166149033984","2842648206","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnKGraham7",0,FALSE,FALSE,NA,NA,"Virginia, USA","en","http://pbs.twimg.com/profile_images/841139139617673216/0kODiNkT_normal.jpg"
"The U.S. Government Finally Admits And Confirms That Cannabis Kills Cancer Cells! https://t.co/vBCc6h8pvg",FALSE,1,NA,2017-05-09 18:23:07,FALSE,NA,"862010055029338112",NA,"<a href=""http://www.simplycast.com"" rel=""nofollow"">SimplyCast</a>","MahsunUS",0,FALSE,FALSE,NA,NA,"","en-gb","http://pbs.twimg.com/profile_images/581158546424918017/eJVZM6l3_normal.jpg"
"Today I've received Mother's Day pitches for porn sites, cannabis oils, and facial shaving. Times they are a changin'.",FALSE,2,NA,2017-05-09 18:22:25,FALSE,NA,"862009880340779008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marissastphnsn",0,FALSE,FALSE,NA,NA,"Brooklyn, NY","en","http://pbs.twimg.com/profile_images/448593447830556672/sokeNkoA_normal.jpeg"
"@looknorthBBC She should have gone to prison. Giving children cannabis biscuits is disgusting",FALSE,0,"looknorthBBC",2017-05-09 18:21:31,FALSE,"861967470831312896","862009653688926208","273357294","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RisticZa",0,FALSE,FALSE,NA,NA,"lincoln","en","http://pbs.twimg.com/profile_images/540821704470056960/av90d3eW_normal.jpeg"
"GMM in Germany: 27 Cities are Marching for Cannabis https://t.co/fIAdlHKW5O",FALSE,0,NA,2017-05-09 18:20:51,FALSE,NA,"862009488014008321",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","ComedyTrendsNYC",0,FALSE,FALSE,NA,NA,"World Wide ","en","http://pbs.twimg.com/profile_images/852639212763590656/UB5aaAlo_normal.jpg"
"GMM in Germany: 27 Cities are Marching for Cannabis https://t.co/TR9h0eMev2",FALSE,0,NA,2017-05-09 18:20:50,FALSE,NA,"862009482653700096",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","MisfitsPodcasts",0,FALSE,FALSE,NA,NA,"World Wide Web","en","http://pbs.twimg.com/profile_images/563741386856345601/talBhO9n_normal.png"
"@StefanMolyneux Legalize cannabis and regulate please <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",FALSE,3,"StefanMolyneux",2017-05-09 18:20:06,FALSE,"861998470013571072","862009297634512896","313038011","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FranBarreraReal",1,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/827680805572968448/U30I2baO_normal.jpg"
"Should the penalty for possessing 10 grams or less of cannabis be raised up to $750 + court costs? The Peoria City Council wants to know!",FALSE,0,NA,2017-05-09 18:19:44,FALSE,NA,"862009203069767680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChangePeoria",1,FALSE,FALSE,NA,NA,"Peoria, IL","en","http://pbs.twimg.com/profile_images/768161535390691328/m6_alZJo_normal.jpg"
"Puration Receives Up To $10 Million Funding Commitment Tied To Cannabis Tourism Project ...

https://t.co/RSz5x6u8Gd",FALSE,0,NA,2017-05-09 18:19:43,FALSE,NA,"862009200381239297",NA,"<a href=""http://www.otcbulls.net"" rel=""nofollow"">Built By Louis</a>","OtcBullsNet",0,FALSE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/772184310019452928/PDKNhgy__normal.jpg"
"@moor_facts @Barristerblog Guess she had no need of cannabis or 'enablers'!",FALSE,0,"moor_facts",2017-05-09 18:18:45,FALSE,"862004114829565952","862008958407540736","3431115425","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mscjervis",0,FALSE,FALSE,NA,NA,"fr uk","fr","http://pbs.twimg.com/profile_images/504027231375482880/n3rbLJ82_normal.jpeg"
"@7RaysMarketing She got a suspended sentence for giving kids biscuits laced with cannabis! What the hell is going on?",FALSE,0,"7RaysMarketing",2017-05-09 18:18:24,FALSE,"862001843492315137","862008871476441094","3534486733","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RisticZa",0,FALSE,FALSE,NA,NA,"lincoln","en","http://pbs.twimg.com/profile_images/540821704470056960/av90d3eW_normal.jpeg"
