"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Drove by your house not so long ago. Felt weird not seeing your car in the drive way. Or getting that smell of weed by your door",FALSE,0,NA,2017-04-23 07:52:04,FALSE,NA,"856053041681752064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RagingHundred",0,FALSE,FALSE,NA,NA
"college is a lot like kindergarten except instead of going to school im smoking weed in my dorm at 1 pm",FALSE,0,NA,2017-04-23 07:51:39,FALSE,NA,"856052936773742596",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","94WVeFfoMxfh83C",0,FALSE,FALSE,NA,NA
"@muilav i preferred weed over xanax tbh",FALSE,0,"muilav",2017-04-23 07:51:35,FALSE,"856052275415891969","856052918180433920","435538745","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yvritxv",0,FALSE,FALSE,NA,NA
"Melissa Etheridge smokes weed with her adult kids",FALSE,0,NA,2017-04-23 07:51:34,FALSE,NA,"856052915424907265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">SheepArmy</a>","Four_Banal",0,FALSE,FALSE,NA,NA
"shoutout weed",FALSE,0,NA,2017-04-23 07:51:30,FALSE,NA,"856052899226374144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KeepItOriginal",0,FALSE,FALSE,NA,NA
"when short people smoke weed, do they get medium instead of high ??",FALSE,0,NA,2017-04-23 07:51:26,FALSE,NA,"856052880788275200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","larryxlobster",0,FALSE,FALSE,NA,NA
"rory kim ( or ro for short ) 
[ n. ] definition :

a shy softboi who smells like vintage sweaters &amp; maybe a little bit of weed.",FALSE,0,"93NOSTALGlC",2017-04-23 07:51:26,FALSE,"856049626801201152","856052880255709184","856023395649150980","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","93NOSTALGlC",0,FALSE,FALSE,NA,NA
"This concert consisted of weed all around",FALSE,0,NA,2017-04-23 07:51:22,FALSE,NA,"856052866217197568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarthaInteriano",0,FALSE,FALSE,NA,NA
"I wish i liked ppl as much as i like weed",FALSE,0,NA,2017-04-23 07:51:22,FALSE,NA,"856052863738535936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","illy_nelson",0,FALSE,FALSE,NA,NA
"damn when I need weed nobody answers but when I don't wanna smoke boom my friend passes me a blunt you fuckers <ed><U+00A0><U+00BD><ed><U+00BA><U+00AE><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",FALSE,0,NA,2017-04-23 07:51:04,FALSE,NA,"856052791600705539",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ohthatsia",0,FALSE,FALSE,NA,NA
"my 2 friends are eating weed brownies together and both are flirting with me over snap ha im dyingggkcjdn",FALSE,0,NA,2017-04-23 07:51:03,FALSE,NA,"856052784897994752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oddsmv",0,FALSE,FALSE,NA,NA
"I never realized how many people actually smoked weed until I came to Amsterdam <ed><U+00A0><U+00BD><ed><U+00B8><U+0085>",FALSE,0,NA,2017-04-23 07:50:59,FALSE,NA,"856052770926997504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KrissyTheStoner",0,FALSE,FALSE,NA,NA
"My blanket smells like weed all the time <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,NA,2017-04-23 07:50:39,FALSE,NA,"856052685593874433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TinoCMendoza",0,FALSE,FALSE,NA,NA
"i can vibe with anyone that smokes weed",FALSE,0,NA,2017-04-23 07:50:26,FALSE,NA,"856052629478162432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tonyxXantana",0,FALSE,FALSE,NA,NA
"Self medicated with masturbation and weed and I'm feeling fucking great",FALSE,0,NA,2017-04-23 07:50:22,FALSE,NA,"856052613351182336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RainbowRuiner",0,FALSE,FALSE,NA,NA
"I need a 24hr weed delivery service",FALSE,0,NA,2017-04-23 07:50:04,FALSE,NA,"856052538084384769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anal_fisting",0,FALSE,FALSE,NA,NA
"Weed &amp; Strippers <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+00A8><ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>",FALSE,0,NA,2017-04-23 07:50:02,FALSE,NA,"856052530018742273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GreenFatBucks",0,FALSE,FALSE,NA,NA
"Yeah I smoke WEED

W-will
E-everything
E-ever
D- be ok",FALSE,0,NA,2017-04-23 07:50:02,FALSE,NA,"856052528106033152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GothBoiClit",0,FALSE,FALSE,NA,NA
"Talking to my homies in Hiroshima, even though we lived in different places, but we live through almost same shit, weed, music and politics",FALSE,0,NA,2017-04-23 07:49:24,FALSE,NA,"856052371767648256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CrateDiggaUSM",0,FALSE,FALSE,NA,NA
"And my entire apartment wreaks of weed because of them downstairs...thanks guys",FALSE,0,NA,2017-04-23 07:49:10,FALSE,NA,"856052312598564864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChannyHaun",0,FALSE,FALSE,NA,NA
"Where tf is the weed",FALSE,0,NA,2017-04-23 07:49:03,FALSE,NA,"856052282005180416",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","__asyria__",0,FALSE,FALSE,NA,NA
"I'll prolly die tryna buy weed at the apartments",FALSE,1,NA,2017-04-23 07:48:50,FALSE,NA,"856052229291290624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RudolfusTheGr8",0,FALSE,FALSE,NA,NA
"My first night bartending I make almost three hundred bucks and a gram of weed in tips <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>",FALSE,0,NA,2017-04-23 07:48:23,FALSE,NA,"856052113092341760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dotesnhoes",0,FALSE,FALSE,NA,NA
"when he asks you to buy him weed <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",FALSE,0,NA,2017-04-23 07:48:17,FALSE,NA,"856052089960751104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jackkeyy",1,FALSE,FALSE,NA,NA
"My body ain't bad for never working out n smoking weed all day <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>",FALSE,0,NA,2017-04-23 07:48:05,FALSE,NA,"856052039201292289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yaaaaasminee",0,FALSE,FALSE,NA,NA
"@D0wJ0nEs I don't drink so I'm good. I chased it with a little weed though",FALSE,0,"D0wJ0nEs",2017-04-23 07:47:27,FALSE,"856051535788355584","856051879834525696","103335732","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FrotusFlower",0,FALSE,FALSE,NA,NA
"disappear and see how many people check to see if you're alive, weed out the ones who only care when you're dead. #Pacsaidtrustnoone",FALSE,0,NA,2017-04-23 07:47:26,FALSE,NA,"856051876042768384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bpantherjackson",0,FALSE,FALSE,NA,NA
"6 different types of weed in the blunt...Probably the best smoke I had in a minute",FALSE,0,NA,2017-04-23 07:46:49,FALSE,NA,"856051719213637632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JStyleTheRNA",0,FALSE,FALSE,NA,NA
"What Is the World's Favorite Drug? https://t.co/17llRy3R27 #marijuana #weed",FALSE,0,NA,2017-04-23 07:46:21,FALSE,NA,"856051605145362432",NA,"<a href=""http://stonerthings.com"" rel=""nofollow"">TweetBot-@GSMChristian</a>","StonerThingsCom",0,FALSE,FALSE,NA,NA
"@manofmanychins I agree 100%. Need to weed out ppl who do not respect our Constitution or twist it to fit their agenda.",FALSE,1,"manofmanychins",2017-04-23 07:46:18,FALSE,"856050827420676097","856051590112923648","818470646","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rsshelton6",0,FALSE,FALSE,NA,NA
"@castrophany23 if you burn the green stem it smells like weed",FALSE,0,"castrophany23",2017-04-23 07:46:15,FALSE,"856050632280506368","856051576019890176","828849928986193922","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ldrloml",0,FALSE,FALSE,NA,NA
"@muilav you need the right strain boo. All weed is different. Trust me. I've been through hell and back and mj really helped me get out",FALSE,0,"muilav",2017-04-23 07:46:08,FALSE,"856051308037455872","856051546793967616","435538745","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yvritxv",0,FALSE,FALSE,NA,NA
"Might be the first time I used weed to forget about a boy <ed><U+00A0><U+00BD><ed><U+00B8><U+009C><U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>",FALSE,0,NA,2017-04-23 07:45:50,FALSE,NA,"856051472898809856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DazzlingPotato",0,FALSE,FALSE,NA,NA
"the fact that i still have a lot of weed left makes me happy",FALSE,0,NA,2017-04-23 07:45:38,FALSE,NA,"856051422953000960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ssssyl_",0,FALSE,FALSE,NA,NA
"Weed put me df down this some smoke <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2642><U+FE0F>",FALSE,0,NA,2017-04-23 07:45:37,FALSE,NA,"856051417898917888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wild100sBookie",0,FALSE,FALSE,NA,NA
"@BenRoss_AKL I need a glamour shot of me in my weed-killing outfit, ""hey ladies""",FALSE,1,"nzsd",2017-04-23 07:45:21,FALSE,"856050839219085312","856051352660697092","61125155","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nzsd",0,FALSE,FALSE,NA,NA
"Chefs compete for title of best weed-infused dish at Cannabis Cup festival in San Bernardino - OCRegister https://t.co/8NvzO36qqN",FALSE,0,NA,2017-04-23 07:45:06,FALSE,NA,"856051287627923456",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","MedicMarijuana3",0,FALSE,FALSE,NA,NA
"Had to give a couple people free weed for earth day<ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089>",FALSE,0,NA,2017-04-23 07:45:05,FALSE,NA,"856051286101413888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SyrenaFracassi",1,FALSE,FALSE,NA,NA
"Weed Firm 2: Back to College. Check out the famous weed growing game! https://t.co/n9ZKObteiU #WeedFirm",FALSE,0,NA,2017-04-23 07:44:40,FALSE,NA,"856051177389264896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fukkahatta",0,FALSE,FALSE,NA,NA
"Come to #PapasPlace! #HotGirlsDrinkFREE ALWAYS! #Bar #Booze #Babes #HotGirls #MtShasta #Weed #California Sunday April 23 20173:57:15 AM",FALSE,1,NA,2017-04-23 07:44:33,FALSE,NA,"856051148041703424",NA,"<a href=""https://www.botlibre.com"" rel=""nofollow"">Bot Libre!</a>","MtShastaFun",0,FALSE,FALSE,NA,NA
"The best advise I could ever give to anyone who drinks is to smoke weed. I promise you'll wake up w no hangover...you're welcome",FALSE,0,NA,2017-04-23 07:44:31,FALSE,NA,"856051141271896065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xoxosaavs",0,FALSE,FALSE,NA,NA
"@CloydRivers @pink_sprnva Didn't finish it! Missed part with angry girlfriend ""He got weed!""",FALSE,0,"CloydRivers",2017-04-23 07:44:25,FALSE,"855978292821864449","856051116605292544","466645191","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","malibu_john",0,FALSE,FALSE,NA,NA
"I only buy weed when I'm stressing but I had to stopped stressing over somebody who dgaf about nobody",FALSE,0,NA,2017-04-23 07:44:02,FALSE,NA,"856051019767218177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iBeh_LowKey",0,FALSE,FALSE,NA,NA
"Caitling is rolling around singing a song?????? Big weed???",FALSE,2,NA,2017-04-23 07:43:52,FALSE,NA,"856050978130468864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charuuchu",0,FALSE,FALSE,NA,NA
"This weed is gnarly",FALSE,0,NA,2017-04-23 07:43:46,FALSE,NA,"856050952448557058",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lowden__Clear",0,FALSE,FALSE,NA,NA
