"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"“It would be interesting if the cultivation of #marijuana led generally to the invention of agriculture, and thereby to civilization.” ~ Car",FALSE,0,NA,2017-04-26 19:36:51,FALSE,NA,"857317568096415744",NA,"<a href=""https://www.botlibre.com"" rel=""nofollow"">Bot Libre!</a>","KushInvestor",0,FALSE,FALSE,NA,NA
"Will Florida MMJ patients need to wait 90 days to start treatment? Lawmakers still deciding this and other regs - … https://t.co/ajytKAeWcu",FALSE,0,NA,2017-04-26 19:36:31,FALSE,NA,"857317487079284736",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","MJsJoint",0,FALSE,FALSE,NA,NA
"Aaron Hernandez Autopsy Shows Synthetic Marijuana, Report Says - https://t.co/f5F6Ejd7nD https://t.co/Ksdi0nwbBR",FALSE,0,NA,2017-04-26 19:36:30,FALSE,NA,"857317482922729473",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","MJsJoint",0,FALSE,FALSE,NA,NA
"Can't wait until medical marijuana is a thing in Nashville",FALSE,2,NA,2017-04-26 19:36:25,FALSE,NA,"857317460944539655",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1snobbygirl",1,FALSE,FALSE,NA,NA
"Be yourself and know that that's good enough! Rely and trust upon your own beliefs! Don't drink alcohol! Don't use cocaine or marijuana!",FALSE,4,NA,2017-04-26 19:36:16,FALSE,NA,"857317421534793728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MuffIndahl",0,FALSE,FALSE,NA,NA
"Support for marijuana legalization continues to rise https://t.co/bznqcrfGf3",FALSE,0,NA,2017-04-26 19:36:04,FALSE,NA,"857317371207454720",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GreeTheWriter",0,FALSE,FALSE,NA,NA
"MiamiNewTimes: PHOTOS: Did you make it out to the inaugural KAYAFEST? https://t.co/AF4Y4WjUlV",FALSE,0,NA,2017-04-26 19:35:37,FALSE,NA,"857317259655688192",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","hangoutmiami",0,FALSE,FALSE,NA,NA
"we are the new americana, high on legal marijuana <ed><U+00A0><U+00BD><ed><U+00B6><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+008B>",FALSE,1,NA,2017-04-26 19:35:32,FALSE,NA,"857317239392882688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alleahxmariee",0,FALSE,FALSE,NA,NA
"@StalinGamergate without weed niggas we wouldn't have Marijuana Makes You Violent and all the braindead stoners who… https://t.co/FvIAz9AQPf",FALSE,1,"StalinGamergate",2017-04-26 19:35:27,TRUE,"857315917272936448","857317218853564418","2494570712","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GrimoireOfKenji",0,FALSE,FALSE,NA,NA
"Aaron Hernandez Autopsy Shows Synthetic Marijuana, Report Says - https://t.co/OG2AiaRhVe: https://t.co/NPFh3COKA0",FALSE,0,NA,2017-04-26 19:35:24,FALSE,NA,"857317204945141760",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","C3Cannabiz",0,FALSE,FALSE,NA,NA
"PHOTOS: Did you make it out to the inaugural @KAYAFEST? https://t.co/igBRnrmEUf",FALSE,1,NA,2017-04-26 19:35:00,FALSE,NA,"857317105296789504",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MiamiNewTimes",1,FALSE,FALSE,NA,NA
"Coun. Eadie asks if mayor has dialogue with fed/prov govs about city tapping eventual marijuana revenue stream. Not yet, mayor says #wpgpoli",FALSE,0,NA,2017-04-26 19:34:22,FALSE,NA,"857316944340557824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MetroBraeden",0,FALSE,FALSE,NA,NA
"Aaron Hernandez Autopsy Shows Synthetic Marijuana, Report Says – https://t.co/PmxnSiHvPx
https://t.co/EQgeoMmY0I",FALSE,0,NA,2017-04-26 19:34:05,FALSE,NA,"857316875298103297",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","droolindog",0,FALSE,FALSE,NA,NA
"Pot use, abuse more likely in states with medical marijuana laws, study shows – USA TODAY
https://t.co/8m9fS6ZYUd",FALSE,0,NA,2017-04-26 19:34:05,FALSE,NA,"857316873427398656",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","droolindog",0,FALSE,FALSE,NA,NA
"Moving on from that. Coun. Eadie now discussing marijuana legalization, saying lots left up in the air so far #wpgpoli",FALSE,0,NA,2017-04-26 19:33:38,FALSE,NA,"857316762425208832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MetroBraeden",0,FALSE,FALSE,NA,NA
"@larryislegend Exactly. Make it a deluxe marijuana dispensary would be my vote",FALSE,0,"larryislegend",2017-04-26 19:33:35,FALSE,"857316403749289984","857316749024342020","37256303","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TCAL114",0,FALSE,FALSE,NA,NA
"Aaron Hernandez Autopsy Shows Synthetic Marijuana, Report Says – https://t.co/NeHrsulgQr https://t.co/YwmiseaM2d",FALSE,0,NA,2017-04-26 19:33:00,FALSE,NA,"857316602412486656",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","MeshellyGeorge",0,FALSE,FALSE,NA,NA
"Pot use, abuse more likely in states with medical marijuana laws, study shows – USA TODAY https://t.co/FFd2eq2WyU",FALSE,0,NA,2017-04-26 19:33:00,FALSE,NA,"857316599669325828",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","MeshellyGeorge",0,FALSE,FALSE,NA,NA
"@CiaranLaing @jacobcnls01 @FeministBS Let me explain this. Someone happens to get caught with marijuana who happens… https://t.co/xeWGAs2z6G",FALSE,0,"CiaranLaing",2017-04-26 19:32:56,TRUE,"857305602472771585","857316582107734016","1219572384","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Noo0dles",0,FALSE,FALSE,NA,NA
"#marijuana Aaron Hernandez Autopsy Shows Synthetic Marijuana, Report Says - https://t.co/RBap6p5zRh … https://t.co/CUmyQI92Wu",FALSE,0,NA,2017-04-26 19:32:51,FALSE,NA,"857316563455791104",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PacificBeachMJ",0,FALSE,FALSE,NA,NA
"@VioTCZ Just fyi marijuana prevents the dream phase of sleep.",FALSE,1,"VioTCZ",2017-04-26 19:32:45,FALSE,"857255991540301824","857316537887338498","3095708939","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Cup_of_Joe904",0,FALSE,FALSE,NA,NA
"Canada is legalizing marijuana. Here are 9 reasons the U.S. should too. https://t.co/ICU7KPp9SD",FALSE,0,NA,2017-04-26 19:32:37,FALSE,NA,"857316502407708672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gilraent",0,FALSE,FALSE,NA,NA
"Medical Marijuana is Dying in Oregon. That's No Way To Treat Our Pioneers. https://t.co/07mYWBkRDs",FALSE,0,NA,2017-04-26 19:32:15,FALSE,NA,"857316413345853440",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","weedtronic",0,FALSE,FALSE,NA,NA
"And furthermore Susan I wouldn't be the least bit surprised to learn that all 4 of them habitually smoked marijuana cigarettes... reefers <ed><U+00A0><U+00BC><ed><U+00BD><U+0081>",FALSE,0,NA,2017-04-26 19:32:10,FALSE,NA,"857316391740944385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_thatgirljess_",0,FALSE,FALSE,NA,NA
"Study Shows Gut-Calming Effects Of Chili Peppers And Marijuana https://t.co/fzM4Y2oO7l",FALSE,0,NA,2017-04-26 19:32:02,FALSE,NA,"857316359042211840",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","TheDailyDigest",0,FALSE,FALSE,NA,NA
"It’s Not Legal Yet: Nearly 500,000 Marijuana Arrests in California in the Last Decade @alternet https://t.co/ChcQgzU4Py",FALSE,0,NA,2017-04-26 19:31:30,FALSE,NA,"857316225382105088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","meanstreet3",0,FALSE,FALSE,NA,NA
"#Marijuana #legalization: How to talk about #pot with kids. https://t.co/DCI4G29QFI",FALSE,1,NA,2017-04-26 19:30:51,FALSE,NA,"857316059875037185",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","anamfp",0,FALSE,FALSE,NA,NA
"Study Shows Gut-Calming Effects Of Chili Peppers And Marijuana https://t.co/4JMFFD4yu6",FALSE,0,NA,2017-04-26 19:30:47,FALSE,NA,"857316042057502720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Criticalanglez",0,FALSE,FALSE,NA,NA
"@SuckMyOpinion1 So very true. My wife's family is that way. Started slowly showing them marijuana and cbd and now t… https://t.co/23q7xMCBBx",FALSE,0,"SuckMyOpinion1",2017-04-26 19:30:31,TRUE,"857315599109824512","857315975691153409","807829875960725504","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MattFCB1776",0,FALSE,FALSE,NA,NA
"@Never_All @kieslo Respect",FALSE,1,"Never_All",2017-04-26 19:30:30,FALSE,"857315531149410309","857315972167946240","494658410","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Soeur_Marijuana",0,FALSE,FALSE,NA,NA
"Action Bronson Owns A Wild Collection Of Glass Bongs And Bowls For Smoking Marijuana https://t.co/IDYRxAQo4q",FALSE,1,NA,2017-04-26 19:30:21,FALSE,NA,"857315935102881793",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Guyism",0,FALSE,FALSE,NA,NA
"Heaven and hell and lots of good marijuana my stomach so I declined to make our military.",FALSE,0,NA,2017-04-26 19:30:04,FALSE,NA,"857315862889586688",NA,"<a href=""http://experiments.owocki.com/ErowidTrump"" rel=""nofollow"">ErowidTrump</a>","TrumpErowid",0,FALSE,FALSE,NA,NA
"The Strongest Strains on Earth 2017 #Marijuana https://t.co/Ftixik8GXP",FALSE,0,NA,2017-04-26 19:30:04,FALSE,NA,"857315861685825538",NA,"<a href=""http://mufcgifts.com"" rel=""nofollow"">Bongonabottle</a>","420Tenerife",0,FALSE,FALSE,NA,NA
"Final talk from #ExcipientFest: ""Medical marijuana: Improving solubility with novel delivery method"" by Lekhram Changoer of Axim Biotech.",FALSE,1,NA,2017-04-26 19:30:00,FALSE,NA,"857315844875067392",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TabletsCapsules",0,FALSE,FALSE,NA,NA
"Need some marijuana <ed><U+00A0><U+00BD><ed><U+00B8><U+00AA>",FALSE,0,NA,2017-04-26 19:29:39,FALSE,NA,"857315757058805760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chaaaaavo",0,FALSE,FALSE,NA,NA
"turning a new leaf; the legalization of marijuana",FALSE,0,NA,2017-04-26 19:29:15,FALSE,NA,"857315657028956160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kodie_Hanley5",0,FALSE,FALSE,NA,NA
"@MattFCB1776 What's so crazy is that all those middle American parents forcing pills down their kids are the most against marijuana.",FALSE,0,"MattFCB1776",2017-04-26 19:29:01,FALSE,"857314513170948096","857315599109824512","763145204509515776","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SuckMyOpinion1",0,FALSE,FALSE,NA,NA
"Need someone who accepts the fact that I love marijuana",FALSE,1,NA,2017-04-26 19:28:56,FALSE,NA,"857315578465337344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angeeelicaag",0,FALSE,FALSE,NA,NA
"Was Aaron Hernandez Under The Influence Of Synthetic Marijuana Prior To His Suicide? https://t.co/l9Bgxae9kl",FALSE,0,NA,2017-04-26 19:28:46,FALSE,NA,"857315536866344960",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","DContented",0,FALSE,FALSE,NA,NA
"@kieslo @Soeur_Marijuana Collard",FALSE,2,"kieslo",2017-04-26 19:28:45,FALSE,"857313538909581312","857315531149410309","49773735","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Never_All",0,FALSE,FALSE,NA,NA
"Ex-Cons Fight To Work In Marijuana Industry https://t.co/lBHc6Xg8BF",FALSE,0,NA,2017-04-26 19:28:44,FALSE,NA,"857315528096010241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JaredMay76",0,FALSE,FALSE,NA,NA
"Got @CIPO_Canada approval notices for two of my medical marijuana client's tm applications.. official approval date: April 20th. #4twenty",FALSE,0,NA,2017-04-26 19:28:20,FALSE,NA,"857315428569415680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cyclaw",0,FALSE,FALSE,NA,NA
"In 2015, the marijuana market in the U.S. was bigger than craft beer, wine and organic food. #medicalcannabis #medicalmarijuana #PuertoRico",FALSE,0,NA,2017-04-26 19:28:08,FALSE,NA,"857315377860268032",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","EncannaMed",0,FALSE,FALSE,NA,NA
"Aaron Hernandez Autopsy Shows Synthetic Marijuana, Report Says https://t.co/VNGcbdiKEg",FALSE,0,NA,2017-04-26 19:28:06,FALSE,NA,"857315369186344960",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Team2Market",0,FALSE,FALSE,NA,NA
"@Anthony_M_L @savvie_j again, marijuana effects everyone differently. again, i smoke weed and am not cured of depre… https://t.co/g8nHe49Dm1",FALSE,0,"Anthony_M_L",2017-04-26 19:28:03,TRUE,"857314689927303169","857315356511174656","858987300","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dpaytd",0,FALSE,FALSE,NA,NA
"Was Aaron Hernandez Under The Influence Of Synthetic Marijuana Prior To His Suicide? https://t.co/m1LtvmyjPR",FALSE,0,NA,2017-04-26 19:27:19,FALSE,NA,"857315171878002688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GirlWithGossip",0,FALSE,FALSE,NA,NA
"@MME_LONGBEACH @Gedeschico That's what happens when your Attorney General gets his marijuana information from the original Reefer Madness.",FALSE,1,"MME_LONGBEACH",2017-04-26 19:26:59,FALSE,"857297366063480832","857315087970947072","2588824195","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marshmelloslush",0,FALSE,FALSE,NA,NA
"#USCongress must stop #JeffSessions from prosecuting growers in states where #marijuana is legal: https://t.co/auE0RRdGDf",FALSE,0,NA,2017-04-26 19:26:55,FALSE,NA,"857315072099713028",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","akahemi",0,FALSE,FALSE,NA,NA
"Looking forward to talking about medical #marijuana at the #Arkansas Health Care Association convention this afternoon!  #ARPX #ARLX #HR",FALSE,0,NA,2017-04-26 19:26:55,FALSE,NA,"857315070744961026",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WLJEmployment",0,FALSE,FALSE,NA,NA
"Got my hands on some THC Bomb last night. Some of the best #marijuana I've ever had the pleasure to smoke. Check it out on #Leafly",FALSE,0,NA,2017-04-26 19:26:34,FALSE,NA,"857314983771860994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrandKaYT",0,FALSE,FALSE,NA,NA
"Blythe’s marijuana ordnance work session set, May 2: Public meeting will address dispensary locations, details of... https://t.co/hY7HCrqcHx",FALSE,0,NA,2017-04-26 19:25:48,FALSE,NA,"857314789449539584",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","pvvt",0,FALSE,FALSE,NA,NA
"New study looks at the fallout of legalizing #marijuana. Lots to think about @KYWNewsradio #medical study",FALSE,2,NA,2017-04-26 19:25:44,FALSE,NA,"857314772529926144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrBrianMcD",0,FALSE,FALSE,NA,NA
"hail mary and marijuana times are hard",FALSE,1,NA,2017-04-26 19:25:30,FALSE,NA,"857314712110977024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rissriv",0,FALSE,FALSE,NA,NA
"Aaron Hernandez Autopsy Shows Synthetic Marijuana, Report Says &gt;&gt; https://t.co/dE2HrNIBOD",FALSE,0,NA,2017-04-26 19:25:13,FALSE,NA,"857314642351325190",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","HollywdNewsfeed",0,FALSE,FALSE,NA,NA
"Further advances for Vets this week! 
https://t.co/GNeKRSwbXZ",FALSE,0,NA,2017-04-26 19:24:16,FALSE,NA,"857314404056125445",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SageCannabis",0,FALSE,FALSE,NA,NA
"Study Shows Gut-Calming Effects Of Chili Peppers And Marijuana - Huffington Post https://t.co/jNEUsOFWdR",FALSE,0,NA,2017-04-26 19:24:13,FALSE,NA,"857314392655839232",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","GrowLights4u1",0,FALSE,FALSE,NA,NA
"The latest Colorado Medical Marijuana Daily! https://t.co/0B2N7e93e2 Thanks to @COMMJ_Official #commj",FALSE,0,NA,2017-04-26 19:24:05,FALSE,NA,"857314355322511361",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","ProMarijuana",0,FALSE,FALSE,NA,NA
"The Surprising Thing Marijuana and Hot Peppers Have in Common https://t.co/Cwhyl5ww7n",FALSE,0,NA,2017-04-26 19:23:38,FALSE,NA,"857314243829534720",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","efairhurst",0,FALSE,FALSE,NA,NA
"Recreational use of marijuana is legal In Washington D.C. Yet last year from the amount of people that was arrested for weed 85% was black.",FALSE,1,NA,2017-04-26 19:23:36,FALSE,NA,"857314234027454466",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NotBrandonNoel",0,FALSE,FALSE,NA,NA
"Weed-Whacking at the DOJ - Slate Magazine https://t.co/rUM8JcQITK @NORMLUSF #Marijuana #Medicine",FALSE,1,NA,2017-04-26 19:23:25,FALSE,NA,"857314189098061825",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","CFLNORML",2,FALSE,FALSE,NA,NA
"#marijuana Pot use, abuse more likely in states with medical marijuana laws, study shows - USA TODAY … https://t.co/CUmyQI92Wu",FALSE,0,NA,2017-04-26 19:22:55,FALSE,NA,"857314062706905088",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","PacificBeachMJ",0,FALSE,FALSE,NA,NA
"@GregAbbott_TX  Needs to stop being a stubborn ass and get this money for Texas and Legalize marijuana.",FALSE,0,"GregAbbott_TX",2017-04-26 19:22:36,FALSE,NA,"857313981953912832","90651198","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","j2smooth214",0,FALSE,FALSE,NA,NA
"Aaron Hernandez Autopsy Shows Synthetic Marijuana, Report Says https://t.co/DCDTvpYIcK",FALSE,0,NA,2017-04-26 19:22:33,FALSE,NA,"857313969509478400",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","LauraFrazier909",0,FALSE,FALSE,NA,NA
"a home grown marijuana",FALSE,0,NA,2017-04-26 19:22:21,FALSE,NA,"857313922214440961",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","somuchdependson",0,FALSE,FALSE,NA,NA
"Aaron Hernandez Autopsy Shows Synthetic Marijuana, Report Says https://t.co/4Boq7EpkaN",FALSE,0,NA,2017-04-26 19:22:20,FALSE,NA,"857313916170506242",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","lorettalivings",0,FALSE,FALSE,NA,NA
"Oh Lamar, Hail Mary and marijuana, times is hard.",FALSE,0,NA,2017-04-26 19:21:51,FALSE,NA,"857313795189985284",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bcorrea26",0,FALSE,FALSE,NA,NA
"https://t.co/LQoBMSKzvl Aaron Hernandez Autopsy Shows Synthetic Marijuana, Report Says",FALSE,0,NA,2017-04-26 19:20:47,FALSE,NA,"857313527815708673",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","TheGayTimes",0,FALSE,FALSE,NA,NA
"Up in Smoke: Marijuana activists cuffed after lighting up at U.S. Capitol
https://t.co/yEIKRPmt4G",FALSE,0,NA,2017-04-26 19:20:13,FALSE,NA,"857313382730539010",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","420cannabisseed",0,FALSE,FALSE,NA,NA
"More States Consider Legalizing Marijuana, Approving MMJ https://t.co/tnC272mZBg #MedicalMarijuanaMovement @CentralFlNORML",FALSE,1,NA,2017-04-26 19:19:25,FALSE,NA,"857313184675397633",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","NORMLUSF",0,FALSE,FALSE,NA,NA
"Video: Department of Health Provides Update on Medical Marijuana Program Implementation in Pennsylvania https://t.co/PoXUyOup0k",FALSE,0,NA,2017-04-26 19:18:54,FALSE,NA,"857313051455832064",NA,"<a href=""http://www.pacast.com"" rel=""nofollow"">PAcastTweets</a>","PAcast",0,FALSE,FALSE,NA,NA
"Y'all still look up to @YesJulz now that she smokes MARIJUANA?",FALSE,0,NA,2017-04-26 19:18:48,FALSE,NA,"857313026483081216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","akaElJefe",0,FALSE,FALSE,NA,NA
"Ten Hemp Companies That Even Your Mom Would Love at the NoCo Hemp Expo https://t.co/KzXv37KPfz @NORMLUSF #Marijuana #Medicine",FALSE,1,NA,2017-04-26 19:18:38,FALSE,NA,"857312986511364097",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","CFLNORML",0,FALSE,FALSE,NA,NA
"Why Colorado Tokers Love Lee Roy https://t.co/0ii9PukSTM @NORMLUSF #Marijuana #Medicine",FALSE,0,NA,2017-04-26 19:18:38,FALSE,NA,"857312984728838148",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","CFLNORML",0,FALSE,FALSE,NA,NA
"More States Consider Legalizing Marijuana, Approving MMJ https://t.co/bSJXt2yzdW @NORMLUSF #Marijuana #Medicine",FALSE,1,NA,2017-04-26 19:18:37,FALSE,NA,"857312982468087808",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","CFLNORML",1,FALSE,FALSE,NA,NA
"New post (Study Shows Gut-Calming Effects Of Chili Peppers And Marijuana) has been published on Bonjournal-bes ... - https://t.co/B6iX8WwSo5",FALSE,0,NA,2017-04-26 19:18:33,FALSE,NA,"857312964998778880",NA,"<a href=""http://bonjournal.kz/ca"" rel=""nofollow"">Bonjournal-ca</a>","bonjournal_ca",0,FALSE,FALSE,NA,NA
"@LoriFullbright @NewsOn6 maybe a good start would be legalizing medicinal marijuana, as no one has ever died from a marijuana overdose.",FALSE,0,"LoriFullbright",2017-04-26 19:18:29,FALSE,"857311769253093381","857312947068166144","79292432","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brandyinman",0,FALSE,FALSE,NA,NA
