"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@MarshallProj @MotherJones Imagine how happy the world would be if we all did a little weed once in awhile.",FALSE,0,"MarshallProj",2018-02-11 20:08:43,FALSE,"962779032675934208","962780457183006720","2216041938","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BevAzevedo",0,FALSE,FALSE,NA,NA
"Fucc I gotta stop smoking so much weed",FALSE,0,NA,2018-02-11 20:08:38,FALSE,NA,"962780436249288704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","littlenate22",0,FALSE,FALSE,NA,NA
"I almost bussed my shit twice for some fuckin weed lmaooo",FALSE,0,NA,2018-02-11 20:08:38,FALSE,NA,"962780435859365889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BigBoss1k",0,FALSE,FALSE,NA,NA
"@cindyrelish Weed is more readily available and cheaper. The only thing mj is a gateway to is the munchies. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>",FALSE,0,"cindyrelish",2018-02-11 20:08:13,FALSE,"962778811493502977","962780330817146880","91743765","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MotownSailor",0,FALSE,FALSE,NA,NA
"Taco they got a WEED?! No, this song! Put it where?",FALSE,0,NA,2018-02-11 20:08:07,FALSE,NA,"962780307161264129",NA,"<a href=""http://www.twitter.com/pink_spit"" rel=""nofollow"">1Bot2ruletheworld</a>","heysweaty420",0,FALSE,FALSE,NA,NA
"All I want to do is forget about my past and smoke a little weed, really nothing too drastic",FALSE,0,NA,2018-02-11 20:07:57,FALSE,NA,"962780264140288000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ADAllDay32",0,FALSE,FALSE,NA,NA
"I've been meaning to get me a glunt after my weed vape broke <ed><U+00A0><U+00BD><ed><U+00B8><U+0095>",FALSE,0,NA,2018-02-11 20:07:53,FALSE,NA,"962780249128923137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","peroporqueki",0,FALSE,FALSE,NA,NA
"I would loved to have sat in on the first Random House meetings when they started putting their thesaurus synonyms… https://t.co/z1yajfxU7w",FALSE,0,NA,2018-02-11 20:07:49,TRUE,NA,"962780233471467520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reninjasf",0,FALSE,FALSE,NA,NA
"Im at Paw Patrol at the DECC and I swear I just smelt some weed. Also, tons of MILF's",FALSE,1,NA,2018-02-11 20:07:48,FALSE,NA,"962780227842781185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Billisbill1",0,FALSE,FALSE,NA,NA
"Weed dries my body so bad it takes forever to pee",FALSE,0,NA,2018-02-11 20:07:39,FALSE,NA,"962780191071358977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","peaceminusone",0,FALSE,FALSE,NA,NA
