"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Making ribs in instant pot for the first time",FALSE,0,NA,2018-02-11 20:17:57,FALSE,NA,"962782783520301056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stabherthreetim",0,FALSE,FALSE,NA,NA
"Laundry <U+2705>
@CBCVancouver on <U+2705>
Company Pot Roast Slow Cooking in the oven <U+2705>
Rooting for #TeamCanada  <U+2705><U+2705><U+2705><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>",FALSE,0,NA,2018-02-11 20:17:52,FALSE,NA,"962782759939796994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","casewrites",0,FALSE,FALSE,NA,NA
"@strengthessntls Yeah I’ve got to get down on the crock pot life",FALSE,0,"strengthessntls",2018-02-11 20:17:32,FALSE,"962780998097358849","962782677005938690","3140829345","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NateGearyWGR",0,FALSE,FALSE,NA,NA
"@realDonaldTrump Pot to kettle...",FALSE,0,"realDonaldTrump",2018-02-11 20:17:23,FALSE,"962348831789797381","962782641190612993","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrianRamuno",0,FALSE,FALSE,NA,NA
"@SethAMandel NFL players are for it: https://t.co/GKHCgGcqEV",FALSE,0,"SethAMandel",2018-02-11 20:17:04,FALSE,"962773950404186112","962782558118227968","150281740","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jnnyjny",0,FALSE,FALSE,NA,NA
"@topazenergy @RTE2fm Two pot house for 3?",FALSE,0,"topazenergy",2018-02-11 20:17:00,FALSE,"962763424626364417","962782543916478464","158863654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","irishbucka",0,FALSE,FALSE,NA,NA
"Eating out the pot but not making a plate &gt;&gt;&gt;",FALSE,0,NA,2018-02-11 20:16:44,FALSE,NA,"962782477554200577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CocoaAngel_",0,FALSE,FALSE,NA,NA
"@rwilley112 It doesn't get crispy though..  I like a crisp top to a pot pie..  Not doughy",FALSE,0,"rwilley112",2018-02-11 20:16:24,FALSE,"962781033363058688","962782390514081797","160710164","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TooKold2",0,FALSE,FALSE,NA,NA
"@bbcmusic @BBCWales @BBCR1 @BBCRadio2 @BBCRadio3 @BBC6Music What pot am I in for Swansea as I'm in the vale of Glam… https://t.co/nx9gvppVoC",FALSE,0,"bbcmusic",2018-02-11 20:16:09,TRUE,"962763189724184581","962782328119611392","20518298","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","themarkhawkins",0,FALSE,FALSE,NA,NA
"[StyleKorean] Heart Pot Lip Brick Red https://t.co/eKpP15FSrj",FALSE,0,NA,2018-02-11 20:16:03,FALSE,NA,"962782302563545088",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ItsBAP1004",0,FALSE,FALSE,NA,NA
"I’ve been told I talk country by atleast 3 ppl down here. Lmao pot calling the kettle black. Y’all nola mfs talk way more country",FALSE,0,NA,2018-02-11 20:15:42,FALSE,NA,"962782216999833601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dermzz",0,FALSE,FALSE,NA,NA
"@GrandmaStormy @realDonaldTrump Kinda like what your doing?  Pot meet kettle.",FALSE,0,"GrandmaStormy",2018-02-11 20:15:22,FALSE,"962773384068296704","962782130869649408","25560470","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StandTall2016",0,FALSE,FALSE,NA,NA
"I think that I wouldn't have had all these signs advertising ""Burger &amp; Pot,"" and then I work it out.",FALSE,0,NA,2018-02-11 20:15:21,FALSE,NA,"962782128810483712",NA,"<a href=""http://bot.waferbaby.com/"" rel=""nofollow"">waferbot</a>","waferbot",0,FALSE,FALSE,NA,NA
"@tit_aness err yes.. :)  I should know  I use a coffee pot as a tea pot too :)",FALSE,0,"tit_aness",2018-02-11 20:15:11,FALSE,"962781789747105792","962782085286105088","2769217677","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zenb0b",0,FALSE,FALSE,NA,NA
"@PhilMcCrackin44 I sure hope you are correct. @AGJeffBSessions needs to go. His only priority is going after states… https://t.co/XEgQnJGj4R",FALSE,0,"PhilMcCrackin44",2018-02-11 20:15:02,TRUE,"962709580693344256","962782048124579841","714234573345931264","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DandyMan21",0,FALSE,FALSE,NA,NA
"“These are very scary times for a lot of people who are just now realizing that America is not, and has never been,… https://t.co/iJOguFh0bq",FALSE,2,NA,2018-02-11 20:15:00,TRUE,NA,"962782038913724416",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","KUOW",2,FALSE,FALSE,NA,NA
"@coyle_shawn @RobSaulShow @FunnyBoneCbus A stupid pot that needs a tune up!",FALSE,1,"coyle_shawn",2018-02-11 20:14:50,FALSE,"962758200683622400","962781996748591108","2201762988","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LandauDave",0,FALSE,FALSE,NA,NA
"pot love talking about spending time together Ain seen him yet <ed><U+00A0><U+00BD><ed><U+00B2><U+0080>",FALSE,0,NA,2018-02-11 20:14:49,FALSE,NA,"962781993435090944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","quagotti1",0,FALSE,FALSE,NA,NA
"@MarkCol23867260 @jsericks @justjudee @oliverdarcy @brithume @jonathanvswan Do you think marijuana affects your jud… https://t.co/8omFVaAauL",FALSE,0,"MarkCol23867260",2018-02-11 20:14:41,TRUE,"962780364421832705","962781958198775809","887759410126245888","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DanaJo114",0,FALSE,FALSE,NA,NA
"Trust the goths, they understand the start to a perfect morning involves a needle landing on vinyl record, a fresh… https://t.co/z5AftlR3bl",FALSE,3,NA,2018-02-11 20:14:34,TRUE,NA,"962781929702641664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seanieviola",0,FALSE,FALSE,NA,NA
"@bcbluecon Yup. Was obviously whacked on illegal pot during thse years.",FALSE,0,"bcbluecon",2018-02-11 20:14:26,FALSE,"962732276021735424","962781898576560128","94021685","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","myopinion58",0,FALSE,FALSE,NA,NA
"4 pound pork roast in a crock pot. Dinnertime is 10 PM.",FALSE,0,NA,2018-02-11 20:14:21,FALSE,NA,"962781875826839552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bengoodridge",0,FALSE,FALSE,NA,NA
"@jeremycorbyn Privatisation in its self is ok. It the abuse of privatisation that’s the problem. So no taking money… https://t.co/l21iDK9A3q",FALSE,0,"jeremycorbyn",2018-02-11 20:14:16,TRUE,"962779031233028097","962781853928312833","117777690","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Daverjr",0,FALSE,FALSE,NA,NA
"@Shockjockey48 What are ""honey pot accounts"" ?",FALSE,0,"Shockjockey48",2018-02-11 20:13:36,FALSE,"962781037712388096","962781687280275462","744164749013749760","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErinBur47178375",0,FALSE,FALSE,NA,NA
"Chef Gusteau cut up some chocolate, adding them to a pot of boiling Mountain Dew. Finally, was 1000 rat corpses, along with toothpaste.",FALSE,0,NA,2018-02-11 20:13:11,FALSE,NA,"962781580602339328",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","TheOxidizedChef",0,FALSE,FALSE,NA,NA
"Just stirring the pot <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,1,NA,2018-02-11 20:13:04,FALSE,NA,"962781551640522752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sur_latreece55",0,FALSE,FALSE,NA,NA
"making beans, finally decided to forgive my crock pot @NBCThisisUs",FALSE,2,NA,2018-02-11 20:13:01,FALSE,NA,"962781540437471232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scotland_road",0,FALSE,FALSE,NA,NA
"Nightmares got more vivid when I stopped smoking pot",FALSE,0,NA,2018-02-11 20:12:55,FALSE,NA,"962781517045903360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RobbPlug",0,FALSE,FALSE,NA,NA
"@tit_aness its a coffee pot  ;)",FALSE,0,"tit_aness",2018-02-11 20:12:13,FALSE,"962780767272226818","962781338515464192","2769217677","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zenb0b",0,FALSE,FALSE,NA,NA
"@CNNPolitics They will be happy to see him they both piss in the same pot <ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>",FALSE,0,"CNNPolitics",2018-02-11 20:11:57,FALSE,"962779042368901120","962781270253146113","13850422","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dudley1936",0,FALSE,FALSE,NA,NA
"U gotta train your mind to not give Af even when your heart do",FALSE,0,NA,2018-02-11 20:11:39,FALSE,NA,"962781196353769473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__POt_",0,FALSE,FALSE,NA,NA
"@SethAMandel Check out Hemp CBD crystals.   It helps pain a lot  w/ out the THC or high.   Too many people like the buzz of opiates &amp; pot.",FALSE,0,"SethAMandel",2018-02-11 20:11:26,FALSE,"962773950404186112","962781143044120577","150281740","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WeGovernUSA",0,FALSE,FALSE,NA,NA
"Barefoot Contessa's Crock Pot Sweet &amp; Sour Onion Rings is Gonna Be the Next Potluck Favorite!",FALSE,0,NA,2018-02-11 20:11:16,FALSE,NA,"962781100606189569",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","greatrecipebot",0,FALSE,FALSE,NA,NA
"After 10 years of being a chronic everyday pot smoker, I am taking a 7 day sabbatical. 

Halfway through day one an… https://t.co/6iVLBIjDbn",FALSE,7,NA,2018-02-11 20:11:09,TRUE,NA,"962781072370085888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","allieeveknox",2,FALSE,FALSE,NA,NA
"@FinHater13 @SethAMandel When i got a tooth pulled,my dentist didn't give me a bag of pot,he prescribed Vicoden.
Ta… https://t.co/4GdF6bHXDM",FALSE,0,"FinHater13",2018-02-11 20:10:58,TRUE,"962775681431162881","962781026199265280","2602193270","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andygtants",0,FALSE,FALSE,NA,NA
"@EdKrassen I smoke pot every day and have for years specifically to AVOID having to use opiates. 

I’d love to face… https://t.co/IY9EEn1Bmw",FALSE,0,"EdKrassen",2018-02-11 20:10:56,TRUE,"962778271292080128","962781015939805184","132339474","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andhankmarducas",0,FALSE,FALSE,NA,NA
"I think I’m gonna do an all you can eat hot pot dinner for my bday this year.",FALSE,1,NA,2018-02-11 20:10:48,FALSE,NA,"962780982247067649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LifeWithJRDN",0,FALSE,FALSE,NA,NA
"@DevinNunes Pot kettle",FALSE,0,"DevinNunes",2018-02-11 20:10:45,FALSE,"962748553121574912","962780971291545601","54412900","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","martapejm",0,FALSE,FALSE,NA,NA
"@rwilley112 Damn boy that looks delicious....and I’m not a fan of Chicken pot pie but that I would eat<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,"rwilley112",2018-02-11 20:10:31,FALSE,"962760933184557059","962780909295595521","160710164","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Baby71cakes",0,FALSE,FALSE,NA,NA
"I really just wanna go Lobster Pot..",FALSE,0,NA,2018-02-11 20:10:15,FALSE,NA,"962780844845948929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iAshleyKimberly",0,FALSE,FALSE,NA,NA
"@chaoticmindd @sergesaoun I just asked my sister, hiye pot de fleur. She says eh it’s jardinière. Good work boodee",FALSE,0,"chaoticmindd",2018-02-11 20:10:14,FALSE,"962779277069516800","962780838512427008","2160534473","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kleiany13",0,FALSE,FALSE,NA,NA
"@DLoesch MSM is now handing out Gold medals.  Previous winners include Che Guevara, Mao, Stalin, and Pol Pot.",FALSE,0,"DLoesch",2018-02-11 20:09:55,FALSE,"962779051021742082","962780761995796480","7702542","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","r_acosta23",0,FALSE,FALSE,NA,NA
"@funder The proper term is “Lock Her Up”. 

You don’t want to sound like a tin pot dictator. <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>",FALSE,0,"funder",2018-02-11 20:09:16,FALSE,"962375486063235073","962780597436473346","14247236","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","missbike",0,FALSE,FALSE,NA,NA
"@jaymills2541 @DragBernard @CheriJenkins @DonnaWR8 @POTUS The stock market will rise and fall numerous times in a m… https://t.co/YqBGVvSzZF",FALSE,0,"jaymills2541",2018-02-11 20:09:13,TRUE,"962779569760624640","962780585356857344","762510699511689216","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Maryland4Trump2",0,FALSE,FALSE,NA,NA
"my crock pot is my favorite school supply",FALSE,0,NA,2018-02-11 20:09:05,FALSE,NA,"962780550263181312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_cpattttt",0,FALSE,FALSE,NA,NA
"@littlest_laura Hello, I've just stir fried in a stock pot and it was delicious. Free food galore! Xx",FALSE,1,"littlest_laura",2018-02-11 20:08:58,FALSE,NA,"962780519854411776","34409270","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gerbillady",0,FALSE,FALSE,NA,NA
"@kristofer12371 @niexecutive @CommunitiesNI I’ve even noticed what should be simple things such as pot holes being… https://t.co/1RYtwIWeQt",FALSE,0,"kristofer12371",2018-02-11 20:08:53,TRUE,"962777169280815107","962780499084275712","765122411004059649","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","georgiamorry",0,FALSE,FALSE,NA,NA
"@EnserMark Thanks Mark! I know it's a bit long (pot of coffee or a couple of glasses of wine sounds about right) bu… https://t.co/hiEAbdHb2g",FALSE,0,"EnserMark",2018-02-11 20:08:41,TRUE,"962776114337931266","962780448572223493","3402637731","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TLPMsF",0,FALSE,FALSE,NA,NA
"Pot holes in delco will make you rethink your whole life",FALSE,0,NA,2018-02-11 20:08:40,FALSE,NA,"962780445258715136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","c_fed36",0,FALSE,FALSE,NA,NA
"The key is letting the pot simmer without letting it burn.",FALSE,0,NA,2018-02-11 20:08:28,FALSE,NA,"962780394553831424",NA,"<a href=""http://www.sample.com"" rel=""nofollow"">ignis bot</a>","ignis_stupeo",0,FALSE,FALSE,NA,NA
"@tyengeni1954 Are you calling the cattle black,pot!?",FALSE,0,"tyengeni1954",2018-02-11 20:08:24,FALSE,"962276869788794880","962780379685052418","2398612343","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maverickvaks",0,FALSE,FALSE,NA,NA
"Pot or kettle?",FALSE,0,NA,2018-02-11 20:08:24,FALSE,NA,"962780377051029504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","d_thaqueen",0,FALSE,FALSE,NA,NA
"@NottsCC when are the dangerous pot holes on the a611 annesley bypass going to be fixed? Potholes that deep on a fa… https://t.co/RSks1nFwer",FALSE,0,"NottsCC",2018-02-11 20:07:40,TRUE,NA,"962780193348874242","20507792","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cbelle31",0,FALSE,FALSE,NA,NA
"I asked my mom if she thought I was coming off too authoritarian. She said no honey, you’re like me. We are shit or… https://t.co/rsTFm5egzu",FALSE,0,NA,2018-02-11 20:07:33,TRUE,NA,"962780165020536832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chatcub71",0,FALSE,FALSE,NA,NA
"Maple Rd is a minefield of pot holes",FALSE,0,NA,2018-02-11 20:07:25,FALSE,NA,"962780133177413632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maddieeagen",0,FALSE,FALSE,NA,NA
"What Happens When a Plant Bolts | More best Crock pot, Spaghetti and Pots ideas https://t.co/A2CKiAPAlc",FALSE,0,NA,2018-02-11 20:07:19,FALSE,NA,"962780106233036800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","cookwthpressure",0,FALSE,FALSE,NA,NA
"One Pot Cheesy Spaghetti | One pot, Spaghetti and Pots https://t.co/jTkBVA8Omd",FALSE,0,NA,2018-02-11 20:07:17,FALSE,NA,"962780095780864001",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","BoxesStorage",0,FALSE,FALSE,NA,NA
"@madheiress @originalspin @GOP Don't lump us all together! My America's multicolored &amp; beautiful! Men in pointy whi… https://t.co/LF3pUzoS5H",FALSE,0,"madheiress",2018-02-11 20:07:13,TRUE,"960561358453526529","962780082845700097","3035076338","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Blt06218453",0,FALSE,FALSE,NA,NA
"@JudithRenaud Just got to watch out for pesky teenage tourists with Sony night vision video cameras if you want to… https://t.co/lkFk7XS4yb",FALSE,0,"Researchmkaay",2018-02-11 20:07:10,TRUE,"962779515746504706","962780068538994688","899362977995993088","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Researchmkaay",0,FALSE,FALSE,NA,NA
"@SethAMandel I doubt it.  Pot's effectiveness in chronic pain management is inconsistent.  It doesn't do squat for… https://t.co/dcFkDBb5fS",FALSE,0,"SethAMandel",2018-02-11 20:06:20,TRUE,"962773950404186112","962779856709632000","150281740","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Taxpayers1234",0,FALSE,FALSE,NA,NA
"Orgone - Melting Pot - Undercover Mixtape (2018)",FALSE,0,NA,2018-02-11 20:05:55,FALSE,NA,"962779753211224065",NA,"<a href=""http://www.kexp.org"" rel=""nofollow"">KEXP Playlist 2017</a>","KEXPNowPlaying",0,FALSE,FALSE,NA,NA
"@JodieEmery How can you make blanket statements like that Jodie.  Your smart but when you make all encompassing sta… https://t.co/mgqVUaVlzG",FALSE,0,"JodieEmery",2018-02-11 20:05:54,TRUE,"962748063579164672","962779747376824320","26127640","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thecapitalvoice",0,FALSE,FALSE,NA,NA
