"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"just found 2g's of weed on the beach lmfao",FALSE,0,NA,2017-05-07 18:44:29,FALSE,NA,"861290659671662592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dbrodie14",0,FALSE,FALSE,NA,NA
"Baby come &amp; have a drink with me, off Hennessy &amp; weed",FALSE,0,NA,2017-05-07 18:44:24,FALSE,NA,"861290635814289408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__nnayhs",0,FALSE,FALSE,NA,NA
"I need some weed",FALSE,0,NA,2017-05-07 18:44:13,FALSE,NA,"861290589278486528",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","crimsonthebot",0,FALSE,FALSE,NA,NA
"At this point, with the food in my system I'm feeling a little normal. BUT DID I FORGET DAT I ATE A WEED CANDY BECAUSE MY HEAD STARTED...",FALSE,0,"branielleyoung",2017-05-07 18:44:08,FALSE,"861285490711855104","861290569468751872","761358522281897984","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","branielleyoung",0,FALSE,FALSE,NA,NA
"@poeticscods •Smoke weed everyday•",FALSE,0,"poeticscods",2017-05-07 18:44:04,FALSE,"861290075530899456","861290553740333057","852911770826153986","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarieLiam0307",0,FALSE,FALSE,NA,NA
"Whatever makes people good musician, makes them good weed.- Jennifer Aniston",FALSE,0,NA,2017-05-07 18:43:57,FALSE,NA,"861290525718183937",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","wisepersonsaid",0,FALSE,FALSE,NA,NA
"@trapafasa No one got to smoke the weed, Traps and his dealer have been buying the weed from each other.<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00B9><ed><U+00A0><U+00BD><ed><U+00B8><U+00B9><ed><U+00A0><U+00BD><ed><U+00B8><U+00B9><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,"trapafasa",2017-05-07 18:43:57,FALSE,"861275603215015941","861290523931365376","38211068","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Tebza992",0,FALSE,FALSE,NA,NA
"8 days weed free.",FALSE,0,NA,2017-05-07 18:43:47,FALSE,NA,"861290481061441536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_jorrdynnnn",0,FALSE,FALSE,NA,NA
"Smoke a lil weed but her shit together",FALSE,0,NA,2017-05-07 18:43:45,FALSE,NA,"861290474837073920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Candytaughtyou",0,FALSE,FALSE,NA,NA
"WEED A ESSENTIAL IN MY BUDGET, FOOD GET CUT BEFORE THE GREENS",FALSE,0,NA,2017-05-07 18:43:39,FALSE,NA,"861290446491975681",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","theehof",0,FALSE,FALSE,NA,NA
"What's wrong with buying weed, I'm confused?",FALSE,0,NA,2017-05-07 18:43:37,FALSE,NA,"861290439437103104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OnlyOneNEE",0,FALSE,FALSE,NA,NA
"soon as i get home i need some weed",FALSE,0,NA,2017-05-07 18:43:33,FALSE,NA,"861290423276494849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chikiaaaaaaaaaa",0,FALSE,FALSE,NA,NA
"@trapafasa I feared weed the very moment I saw my neighbor dance the whole night at the sound of a generator",FALSE,0,"trapafasa",2017-05-07 18:43:18,FALSE,"861275603215015941","861290362035458050","38211068","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dinhoeric",0,FALSE,FALSE,NA,NA
"I'm not even gone stunt this weed shit took me along way <ed><U+00A0><U+00BC><ed><U+00BC><U+0085><ed><U+00A0><U+00BC><ed><U+00BC><U+00A0>",FALSE,0,NA,2017-05-07 18:43:04,FALSE,NA,"861290303025819649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MobMpR_1_5",0,FALSE,FALSE,NA,NA
"today an old woman told me ""I can't tell if i'm getting dementia or if i just need to stop smoking so much weed"" after leaving her purse",FALSE,0,NA,2017-05-07 18:43:01,FALSE,NA,"861290286894518272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kris10fike",0,FALSE,FALSE,NA,NA
"Bro, I will never hound a human being for a response, attention, items, weed, etc. Just not one of those people.",FALSE,0,NA,2017-05-07 18:42:58,FALSE,NA,"861290275083362304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sour_Bandz",0,FALSE,FALSE,NA,NA
"Imagine your weed dealer , an hour after he gave ya your shit , comes back to buy it again<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> . Dude @trapafasa  , you got rights<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>.",FALSE,0,NA,2017-05-07 18:42:53,FALSE,NA,"861290253998575616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","king_damane89",0,FALSE,FALSE,NA,NA
"I need me some weed. Need to let loose this unwanted stress.",FALSE,0,NA,2017-05-07 18:42:50,FALSE,NA,"861290244456534017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AMisfitsDiary",0,FALSE,FALSE,NA,NA
"So ... last night someway somehow we dropped a gram of weed on the floor <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+200D><U+2640><U+FE0F>",FALSE,0,NA,2017-05-07 18:42:33,FALSE,NA,"861290169495900164",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__Tyraaaaa",0,FALSE,FALSE,NA,NA
"@puppymnkey What about this great commitment to state rights, claim such importance for health care? I prefer weed… https://t.co/tQrJUImArm",FALSE,0,"puppymnkey",2017-05-07 18:42:30,TRUE,"861263656516014080","861290159983050752","4917092018","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","anchorstine",0,FALSE,FALSE,NA,NA
"I would like to have my window open and not have to deal with the smell of weed thanks",FALSE,0,NA,2017-05-07 18:42:23,FALSE,NA,"861290129415163905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HannahMelloy",0,FALSE,FALSE,NA,NA
"@StyleandMystery @abigalemandler Weed",FALSE,0,"StyleandMystery",2017-05-07 18:42:11,FALSE,"861283141906026496","861290080249540609","3291063642","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShadowingViper",0,FALSE,FALSE,NA,NA
"@SourFlame562 Im broke cuz weed make erything str8",FALSE,0,"SourFlame562",2017-05-07 18:42:09,FALSE,"861289592531451904","861290070107705345","316728975","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","badmonBENZ",0,FALSE,FALSE,NA,NA
"I wish ibuprofen was as fast acting as weed",FALSE,0,NA,2017-05-07 18:42:05,FALSE,NA,"861290055461220353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaxAMillion___",0,FALSE,FALSE,NA,NA
"@RealMuckmaker @bipartisan Who wages a war against weed in 2017?Prescription opioid abuse costs $78.5 billion and h… https://t.co/5djSH0ZrqZ",FALSE,0,"RealMuckmaker",2017-05-07 18:41:54,TRUE,"861036805663182848","861290008841420800","732515283902943232","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PMendes327",0,FALSE,FALSE,NA,NA
"Dear Grades, please smoke weed and get high.",FALSE,0,NA,2017-05-07 18:41:42,FALSE,NA,"861289959281623040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alaa_1496",0,FALSE,FALSE,NA,NA
"And then I dropped my weed eater and told the dude to take his ass home before me and my neighbor whoop his ass god im so pissed rn",FALSE,0,"logantbabb",2017-05-07 18:41:39,FALSE,"861289762472198145","861289944534441984","3246423392","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","logantbabb",0,FALSE,FALSE,NA,NA
"Weed Firm 2: Back to College. Check out the famous weed growing game! https://t.co/q88f9sA7BL #WeedFirm",FALSE,0,NA,2017-05-07 18:41:36,FALSE,NA,"861289933830574084",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ROYALfreddie",0,FALSE,FALSE,NA,NA
"""Ya think ya cool cause ya smoke weed on Snapchat""",FALSE,0,NA,2017-05-07 18:41:32,FALSE,NA,"861289915501424641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mosthatedjumiee",0,FALSE,FALSE,NA,NA
"@weed_van I wish I was cropped into the capitol photo. Feel like I missed out.",FALSE,0,"weed_van",2017-05-07 18:41:32,FALSE,"861287528774729728","861289914851356675","272550673","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MandyMHamilton",0,FALSE,FALSE,NA,NA
"All I wanna do is smoke weed and chill with someone handsome, woke and comfortable with who they are. Is that too much to ask?",FALSE,1,NA,2017-05-07 18:41:20,FALSE,NA,"861289863869603845",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Longstroke_VA",0,FALSE,FALSE,NA,NA
"all i know is there was lots of weed and alcohol last night the rest is history",FALSE,0,NA,2017-05-07 18:41:15,FALSE,NA,"861289845720838145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chirvq23",0,FALSE,FALSE,NA,NA
"I've been offered free weed but that shit be coming with a price... no sir.",FALSE,1,NA,2017-05-07 18:41:14,FALSE,NA,"861289839492300803",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reniedesrois",0,FALSE,FALSE,NA,NA
"@JumpmanJordan Ay go smoke weed at the rainbow bar n grill on the patio before you leave",FALSE,0,"JumpmanJordan",2017-05-07 18:41:13,FALSE,"861288758825504768","861289834832330754","19894236","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MandBclothing",0,FALSE,FALSE,NA,NA
"@BaccwoodL Broadway run far.. Yeah I really haven't been faded in a while ig <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> they weed barely do it for me",FALSE,0,"BaccwoodL",2017-05-07 18:41:12,FALSE,"861289307952136192","861289830172381185","542292712","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ehbunny_",0,FALSE,FALSE,NA,NA
"*roll weed",FALSE,0,NA,2017-05-07 18:41:12,FALSE,NA,"861289829618728960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fckely",0,FALSE,FALSE,NA,NA
"@ShristaTyree u should be thinking about picking up some weed lol. Stimulate your mind, Craig <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>",FALSE,1,"ShristaTyree",2017-05-07 18:40:54,FALSE,"861288634330169344","861289755044130818","806633967294132224","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","DarreNinNC",0,FALSE,FALSE,NA,NA
"@MichaelBBarker @RichardHourula @roywoodjr If Arizona and Florida legalized weed, nothing better than watching spri… https://t.co/xq5IUJSyTb",FALSE,0,"MichaelBBarker",2017-05-07 18:40:52,TRUE,"861288741343817731","861289746365992960","2800103215","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aaptethegreat",0,FALSE,FALSE,NA,NA
"I bought weed from my dealer then 1hr later he comes to buy from me I don't know if we are smoking the right weed <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,NA,2017-05-07 18:40:50,FALSE,NA,"861289739525206016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jackderrickamu1",0,FALSE,FALSE,NA,NA
"@jendeclinesyou I had someone compliment my hair, then try to sell me weed.",FALSE,1,"jendeclinesyou",2017-05-07 18:40:50,FALSE,"861287964474789888","861289737692352512","174930501","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sheepieniagara",0,FALSE,FALSE,NA,NA
